Address,Stake (Luna),Points
NQ54 QUBQ 9JY0 V6X9 8VNH 629H K2D0 8Y22 A2R0,250744575,12
NQ54 TJ6Q YP3R HVEL ETFF G28H UVVS MD0X 7E02,209610008411,8384
NQ54 XVUA J614 2MM3 LMK8 YRVH GXED Y1H0 DCMH,7000419385,526
NQ54 Y64F EHSA QV7N B5Q0 L38G BHFY 4DU4 UR9A,6515100000,487.5
NQ55 38GJ B2RR 4UR0 MFTT NTNB SVF4 ATKT YJ94,32686604089,2934
NQ55 75RQ C3HY T61A 3N27 EKKC LVB7 KK8B UU5E,431235947294,36814.5
NQ55 HANS 6L54 KDXK M6XT Y630 UQTE GRYS HY61,49473429558,4428
NQ55 J8JH DX4X KHGU 6DNS D0MY XX4V F1BC 67CK,1000000000,54
NQ55 JENF 7K1R VBHS TPT2 YL1G 574C 3DRF TPQ5,20000000000,800
NQ55 L6UU 3U31 Q0YH 7SV0 6CU4 8HA2 YX10 87EK,201202958380,18108
NQ55 LU07 RELV NG57 JXT3 CKMA 737G JKYC 2XVV,7879454000000,90000
NQ55 NNBC 2NAJ GMLK P1VX Y8CS 5APP 420M 942G,117169629553,8782.5
NQ55 P1UC S682 YPP7 JJLV MRQ3 8FVK CDQJ L6UJ,61361600000,4597.5
NQ55 SGNF HESH 63VR H2XF Q86X K21A T5ML 6AEE,4139380330,303
NQ55 XBTM PFJE UB32 QQYJ 4R6T Q6LQ M9CT D37C,10396178247,412
NQ56 219C CSMC VKRE 5SNT FG8F JQGT 9KN7 SRFY,4550366167,337.5
NQ56 4FM8 0ECC 1QB5 67QK FP5N 7QA0 AHAS 9Q5L,1007447239,75
NQ56 9XQT 39T5 J5CG A467 HR2L GSL4 S2TY BKBD,162413890147,12180
NQ56 DJRU 4FDM FUH4 2QRM 953A 0HUN TDMJ KY90,426600000,32
NQ56 J5FJ CJ8H 5CY1 GFF3 7SYS F3RU DUCN 8647,4185831985,252
NQ56 L4DH J1FY TUVL VYTJ G7GR 867N D1P3 LBKQ,1330710000,97.5
NQ56 LG5S CP3Q UTCK MFMM ULKY PLLA GY27 XLTF,350000000,27
NQ56 M23P PTMH USG6 RJ8F S7EB 9C2C AQ3K SRK1,1154200000,44
NQ56 MTKN 7SDC P0U2 8LGQ 4HAK 0PCF FBH2 HFE6,10000000000,600
NQ56 TQBE N0EC HX84 771M 7T89 86R2 4JAT DR28,5569300027,437
NQ56 V7XB 27X0 RGV4 QF6L UQYC 1NJ1 SE4N REJY,1199999000000,80000
NQ57 2NFJ F3VU Y6YN V6NJ 8JAE S5PK XPCS 9U6T,2063074406,152
NQ57 G7G5 VJM0 V2VX RPT8 17PK TF46 7XCT PR0V,3052801541,180
NQ57 GM95 SNXC Y73L RGH6 4G2B 04AB LQVG XAQ5,3204345357,240
NQ57 GUQJ 16EF 16AJ 5SQV MVV1 XRB4 A4QL KLM8,1000000000000,80000
NQ57 JSN0 DNJ5 5KPP BB4H Q61S X256 6USF 3DK9,311003527058,27990
NQ57 MCV0 02AM TU1V 0BJF 0ADM XKPK CF26 SLMB,139579100000,11160
NQ57 MURH X2RG 2F69 MF1A BVRH 79B3 BF8P F2XU,100000800000,9000
NQ57 YPKM 1MN1 9TSG A2SE 5CG3 34DU JKLB XRAS,30000000000,2700
NQ58 3X2D B1B9 YQVX 49X8 U5SC E2AM U2MQ 0FF1,999999000000,79992
NQ58 A0TK EK61 K9M7 YTU6 8AYA 6XPR JUX0 LX00,282118775109,24265.5
NQ58 BE93 VJUB FVK7 FEPH 72CL 9NNU B868 L648,100000000000,8000
NQ58 EL6C G5TR SDDV YTRU 8U6H 81FP 1XS6 NU5V,877590099800,73975
NQ58 G8RH H2MA G6SR 2E6D RES7 MMP4 GTVT 59J0,45040499997,2800
NQ58 GD6T VQT4 UCFA T8E5 5GCT J7CB 4NAG 8BBV,50000000000,500
NQ58 LGDQ 9C6S AAEX 3GHR 2S4Y 62F6 S0HD VSGT,102594924718,7687.5
NQ58 M7BJ SBR7 KXS2 LGKD 7AEN 0NYM FCVQ 3KFG,102229765492,8176
NQ58 N4Q3 U8MS DT6K ENUF 283J P41T X37P AD91,3481774448,306
NQ58 NYJ8 QY9D 4PHV FDPT CESR FC8T FE63 XEG4,10000000000,900
NQ58 NYUD 7FN5 PQ1X 0VTX YVG3 7YHK 0GDY HHVC,213504299999,19206
NQ58 PBFQ F2RU AQTA BFJD 27SG 69V7 C4C1 UNK1,1000000000000,90000
NQ58 QT42 H8T5 VPUN KSFJ KCBX VU70 C60Y 09S7,898785508189,35948
NQ59 6HP5 RCNG LD60 SJJP VGHY Y1UT ANAY 8CG2,105440213000,9486
NQ59 7TPF PSCV AQHR 2EC4 VE53 UYM5 XXCY VEA4,500000000000,45000
NQ59 7TYR 4PKG KD34 MHEQ CMJS AHYU 5ABR CENE,39070021633,3334.5
NQ59 DX32 7MR9 U6YC 53TE 6925 XEXL VD24 8QS6,10000000000,400
NQ59 HF9D F5QC MN4T VFET PCT9 9SDL S5FA XN9S,100000000000,9000
NQ60 1MQF QSK1 MH87 F8J5 PBYD 8EXF 04KX F1C3,601000000,84
NQ60 3TQ8 9XXG EP0F EQQA 9358 SPBE D289 4NL1,1000000000,80
NQ60 5JK5 40D5 1G1N LFDP TKFM QTDB C8VG XS8L,1282024143830,45055
NQ60 9P81 P1F5 HN6L 591L JC5V C8X2 HGVS 3VYL,7035900000,630
NQ60 EGBY 744J 9D9G 4HLK F2A2 V276 K9BA 0BC7,10057817771,800
NQ60 KRGQ J6GU KA5D G4RH 6MEF 8DL0 J1M2 EXH1,137810000,6
NQ60 R5FU GQ23 9Y5N RJF3 4S9D K333 4NEQ H3RE,100094900000,9000
NQ60 YA35 31JT KR4T 0E9A D10U J2AA UJGM U4RG,25614105080,2304
NQ61 2JMP T9Y1 4S9K G1U6 LBFY BAYP G6U7 4513,14575926479,1296
NQ61 2PFB N9DT QLN2 EPHC B6Q5 0EGK MSTL U3SM,3838999029,304
NQ61 376Q NJ57 KE1V XRC9 VYJ5 F33R 4RRF MA18,8000000000000,90000
NQ61 6H6L 70K4 AK4D 0QSV FKYT FRXB JMNP YUSM,1614500000,144
NQ61 E38A JEMB F1SN X56X 5S4S 6YST 0LH0 D7BG,191218565,6
NQ61 G73D V2X7 HC1F 2Q5E ERCM 264C DJY4 TH95,101951000000,9171
NQ61 Q07L LFEH QRUR X6PV AHPL UUF8 TYND MJH7,301425005733,17047
NQ61 QYC3 C697 P6MM F37R REHY 3HMT BNS7 RLM1,21399700,0
NQ62 1FXJ YF63 5F9U R5YK S9NH TBUT 40B1 704Q,2437099912,141
NQ62 4PMH L60D NJHX LNYE ES8R C60V 59JG 3YYS,241941400000,18135
NQ62 5J1X 17R8 76DT 4NV6 1TSF BXS4 SHHC KLAC,23000000000,2070
NQ62 GD0Q 3EPF XYX2 KAQD 86X1 1PFU 7069 T4B0,1000000000000,80000
NQ62 GY7K V1RQ Y880 CR7H Y2H2 VMB9 DL0Y V3HP,14697569896,1305
NQ62 KQJY FGU6 AFNT GKK9 5D06 NGG0 SAP3 6F5R,999999000000,79992
NQ62 QUCG KB22 DSSM RBXC XMHH 3G2S XKR0 Q159,26090377773,2340
NQ62 R3U6 LDRH K4DS 7B2B 9ACT 7A0L TEG8 NDQC,10968000000,981
NQ63 D0VM XMCD MPTD EJSX 9K1N DYKJ 8YDF SL8K,3588200000,262.5
NQ63 FNDM VJX0 F4AM GLR8 AGQ4 S4UN 8KQ2 SUX4,101262488671,9108
NQ63 M77B P2R1 XP2Y LJKM MNEA UQJY 2NA1 5EST,8741304735,783
NQ63 QRPY JMS0 8100 5CDD E6Q3 A31M 91XB Q8RS,308000000000,23100
NQ63 RNPH MGK9 28LV QMV3 QYJ3 VY5R 5BA7 T6BU,21000000000,1792
NQ63 UXVP 564L SQR3 SSYB JV4K 0FNR K0NH BQH1,78076476144,7020
NQ63 V06U E7C3 B1VB HYPB GBGV 5CGR 6DJ4 RUU8,27635169202,1650
NQ63 X1DX DPVV QT5J B236 9BHA J0QB 4UBD H6S5,279258247000,24451.5
NQ64 16GA Q4S9 C689 HNM0 AS47 T3VY 0SJN K8CX,10126837479,404
NQ64 1LAS DRD3 XLED RP2Y HPYN 55R2 PY24 5LJC,45846599999,4122
NQ64 3F6F 38KC 3TDL TDFB 3S6A T3HB MBVH M5QN,165000000000,14850
NQ64 8FFU KDE0 X109 01N6 RKEL 0DXP GXSG H1GH,37126100000,1476
NQ64 8RAY LXK3 R8R9 1H4E 7VMK V6YR 75SF 0VMV,10019956799,396
NQ64 9SNB GAN7 95S8 DNLN XP6S ARD6 YXS1 EHGL,1240059251,108
NQ64 BFQN ASFP 2CU3 1K2S LR9H G5GS 7F2E KF6R,3159773496,434
NQ64 GEQL PN5Q DPVS 8CLF UBGK EN3H N39J 1U0G,50999600000,2308
NQ64 JM1M 734C SEDQ 983S JJCD EGC9 01R3 H5XH,100001114888,9000
NQ64 P65S 19Q0 3XVU EGXA DNUP MXVS GUUF E87Q,316079172,24
NQ64 YDFB C2HV YCKE V62X KPUA 09M3 NLS5 8MBF,26704620172,2002.5
NQ65 1QKT P3HA 15UT E8FR A2Y2 82YK 01UH DTD2,53239024,0
NQ65 393N LMGT 2RKF 1B7L 2K7J X647 RM2D 6N8S,466986671372,42021
NQ65 EU8J A02G FAG6 FK2F CRX0 FKR5 4GQ5 0912,167603228006,23450
NQ65 Q5QG J84U 1E7H GAFU 109G 2LDV NA2Y 50TJ,583063201611,48762
NQ65 QVVQ CSTL 231Q TUUJ GFR5 FBV7 U7FM 2PFF,403777863888,36333
NQ65 QXH6 A1R8 4808 8K87 7TR4 HGS7 A843 L2AS,39650720280,2970
NQ65 RKL7 KAQS P49X Y3T3 502F B1S4 88HL 9M2V,100000000000,9000
NQ66 0AE7 R69F M86N 9KNP 9KQ0 8JA4 B722 068Y,15139900000,1359
NQ66 1FXY EGHQ ML9G A73S PHB5 P0KQ MR81 YGR8,10453089880,936
NQ66 1S4P 0V9F H76E JMNG UNLF 1LT9 UF4P TBFJ,3440227879,136
NQ66 599V 3JP4 1HG6 CFJB VQGD CS3N CB11 GD6V,50000000000,4000
NQ66 5KMJ J8LB CFEL ELYK HG92 JBCS 3ETM QXFD,301213186588,23625
NQ66 7MHJ 28V5 6FJ1 RJ6T HGJK 7C4B 6PJA 49SA,9994000000,594
NQ66 8GB8 GFLC 916X RFYU 7JRK 3DXA DRAB 5D50,100000000000,9000
NQ66 G5CC SAQB 1XUF E565 1T3X LLFE 95T5 S4JR,6947500000,414
NQ66 ML7M 8PPS 0XFA YVYM 90RR PUET 3VQM 2DQA,16551377000,1228.5
NQ66 QGYU 5267 X8T0 BPJT MS9Y JCB2 LQXT M2AC,2625109999,208
NQ66 TF13 YAG7 7VB5 AN78 5ETH 1QV2 6C8U 3PRY,401180700000,30082.5
NQ66 U26T 9VPX HC29 J7F0 LPLM JH30 PPMU 6KNJ,37000000000,3330
NQ66 Y25R HHSS 6UXM LEJP EPDD U36L KT6L LY76,999999000000,79992
NQ67 2V16 J565 1Q60 DUM5 021E 9N5P PU03 KQDG,3915759314,292.5
NQ67 4474 YJAB VKS2 LJ32 PCX3 PCJ0 Q6XX DRU6,101010100000,9090
NQ67 A94V 3YR3 GQQ2 717T KR1J 1MVU 60JC 9E6L,94552947917,13230
NQ67 EB3C VMU7 TUL2 6DCQ TDUL P6X5 9CU8 L82T,100000100000,9000
NQ67 MP83 S876 CDBG 52D1 ERKQ UEA1 HY5D HK4E,28990008621,2312
NQ67 P54D U6MS G2C0 E5EP SM4L CQD1 MD6N 112P,1018038229400,90000
NQ67 T5LX MU0F 6F33 4KXN UJ85 YHCT 2XD7 HFAX,174999999745,13992
NQ67 X5H2 P2CX 4B7X UUD4 VH1X KH9M A4K9 US1C,61658479,0
NQ68 0FSL 40LK M1CR 7TKT 2M19 XNXB GD9N 9YMF,12600000000,1134
NQ68 3HG3 GKEN TX8Y 1TS4 N9F3 D20A ENT8 C97H,2897742309,252
NQ68 4V7T UTX7 4TR8 YA2X 61QK GLQ8 912R 5X10,10126000000,404
NQ68 5L7K E3HS T4F1 DFKJ 2THP RCHE L2G3 0R9T,22971924197,2061
NQ68 6DX2 QL21 0V26 9GTJ 63P9 4ED7 1B23 EUBY,1000000000000,90000
NQ68 CEQP AS37 VBL1 4307 T7XS CB41 4PLC PA25,20000000,0
NQ68 LA0E E0C8 K5QT X4FX R6PR BABD UBF6 9HHD,30673500000,2754
NQ68 SU84 BHEP US1G R20N H47V V4KT 8DEV VAJH,2574651128,225
NQ68 UY7L 0QEV 3CPC KV3J HDYF YFX3 2YBH 919L,98700399448,13818
NQ69 0N1R GM1B YJTH 9G8N 6SME 7LRR UMTM RDMV,1000000000,75
NQ69 1SAG Y6JR XYAL X8YP FUVV NY1V ENNR CGAU,204933525529,8196
NQ69 2GG8 34KD FYJ6 S2GQ CU9S PJQ4 HX62 FUA9,60825706870,4856
NQ69 2N8C 3YY2 SVED DDDF AU8J C9DA 6JQY C0CA,20010000,0
NQ69 3N7K YEMY 6C1S V6NK C4AP RV6D CJ08 XSXR,434960915800,34792
NQ69 4LLU 27CS PNYG J8QN 270R HR3N 1GM2 5FCR,100000000000,6000
NQ69 9A89 AH2K 4MHR RN3M R2A4 1QQM FXDY VH8D,100110454707,11011
NQ69 B8VV GKHV XHE0 7R13 VCLU XVF3 1DY6 JA2S,5088400000,200
NQ69 CR74 KGPR 4UAP GKK1 LSHA GB97 7MMM 20A4,45956091287,4131
NQ69 FJQ4 4KRC S5VS BSJP FDB6 7JJA KN7M V88P,319915268,2.5
NQ69 J29E 5XLM M1HE 7Q91 1Q9M A97V CUBQ MY1V,521000000,55
NQ69 KGV3 12GV Y1TB KPLA 4LCL Y4VB Y9BM R4FQ,996006734622,139440
NQ69 MEYM G7R6 5Q5T JY79 K4VQ 8B89 17AA 6HXG,11401865377,684
NQ69 MXB1 5PDS QMYH F21Y 1A54 N1F3 9VB1 QMPB,100820000000,13589
NQ69 PDDR TQY9 DY7B MF5Q 2CQS HXA7 N4CR KRUR,5100000000,382.5
NQ69 RKKG 4TRH 1K4F R8UR 22FU SQ2F DUSU RTG3,433490099999,28896
NQ69 Y214 NE3D 5BHR DSQ1 CEG2 Y41N T08L 2V7A,1000000000000,90000
NQ70 48R6 E0XF KUCU QXKY HKSK B32C HY4N 2EDE,279400276179,13653.5
NQ70 7N8T 0XFV EEFX GU9Q 981U B5PY 24AH 8R2N,15090000000,1350
NQ70 T0XG FTPR X49E CHEN 6JFD 202A EDMJ 0YPB,181394952,9
NQ70 UH2G P8XT C5EV J7K2 RJ34 E58X 5XC6 30YL,100000000020,9000
NQ70 XJ9L C88U RK5N 8FUH 440C 3MJ8 U4JL M34D,641211760,6
NQ71 50S4 TEHB P2FA SB0J S7JA Y7Y7 GYUP 8NC5,1000000000000,90000
NQ71 666E T6CE QJ5H 1UYY UH2N SSQE Y2BB XSHC,154301852,7.5
NQ71 9VN5 J793 9FL8 9VEA 6QCV 3TMF 2596 4V0U,33000000000,2475
NQ71 BFY4 8MND S0EQ T5VX 67B7 VL12 UVMG ES49,17578900000,1312.5
NQ71 HQ15 33G3 6GT8 Y5NX AJ7L RH40 KTKY XRXE,5907422308,442.5
NQ71 NC4J PUR1 12GM 65C0 RJ7F 971A FB2M 0APG,150000000000,10000
NQ71 QT6A RTYA YVB5 56CQ 6DRJ H98M VHNC 59EY,299282720586,26928
NQ72 0RVH ANCX Q5ML 7FXT AHAR E3LL 2CNH G2Q5,265200000,15
NQ72 2L1R 68VJ N1CE AP4A 1MYN GDFG Y3A0 S1H1,76781726345,6903
NQ72 4L5C D86X 4PGU AFGN U5G0 KUEK S86G G7BM,2028300000,150
NQ72 B9QE 30B5 JHU3 UN7M 71T7 T2S4 HPT0 567Q,36178179714,3249
NQ72 EKG6 1N62 FLDT V804 DR8K BXEJ 2FKF YUU3,4129427447,451
NQ72 G1GQ E8CM APA4 6JLF UQM0 NDDF R78J YSPP,999999000000,79992
NQ72 HDQ0 5EJ1 2061 AUQJ UPLB MBHN Q8YX UYQR,14597749817,595
NQ72 MDX2 SCYD S95G R2TJ BTKJ 4EKE 8GFG 1DD0,53098122066,4240
NQ72 S88H 60PD 3HPM GKT9 23J3 X2F4 SF51 HYYG,940058434,36
NQ72 SU2E ERGH FQL9 K9UD X72L 60YH FEA2 G5JE,1926585703,171
NQ72 VU86 PC5E GQYS FNQ8 KXX5 8JMM NR40 8J6U,200757700000,15052.5
NQ72 X3H3 FVYE LVXM J6VG 48P4 F5PV 8TTL M36F,1006126602810,90000
NQ72 XYFT DXPD 3KNM MP77 9UYX 4CRM GD11 6VC9,1030000000,130
NQ73 2S7K NAK2 F3HM CSS8 FD0U J83E F79J 8L7V,208213857,4
NQ73 AJVX 5AKM DLXL YVX0 5BCA YF2V CM3H D9T6,20200000000,2222
NQ73 EEGE PY6A 3VKB 6LAK 1A0D D8DA XAM2 N58B,154415000000,12352
NQ73 FV66 0BMC PT0M RJJ0 NJM8 7AG6 6X7V 9XYA,485830294233,38864
NQ73 JYNL 7URG YHG3 J81Y R7A6 UC02 YKVX YE9A,123735890683,9277.5
NQ73 KJSY 96UE 94JS U7YU TFUY CUFM S1EV RYXK,4925500000,294
NQ73 M7P3 RAA1 CPX8 M9S0 XL2S 4R07 EXTX C56J,50761500000,3042
NQ73 MMB0 5KVN PUM4 R875 68NY 2YSC 251X RKQT,10000000000,900
NQ73 NQSM D1T3 KKU2 2F5V 41X4 BRD7 VUB6 4XH5,7454905340,666
NQ73 NYF0 L7QS JR3H T4VG 0DQP F6M5 K8CL JG2K,10000000000,1400
NQ73 TAP6 1384 RULL PDA5 TNXK RRAS QLFK 7NF4,1738639478365,76599
NQ73 UDJU NMTX BK6S X11Y ESKR C8SN 47CC LY5H,1000100200000,139999
NQ73 UT03 XQRD AQ3G Q1JC 347Y VUUY YBP3 N7J8,192450233100,17316
NQ73 YSPP 74T1 0NS3 ETQK 50KM VJN6 1F6T T3C8,10000000000,1400
NQ74 C9KH 191S GSXS 62CU 6H8C UFF1 5U7J 01XX,196221200000,17658
NQ74 GB2N E7MK B4VY 4NAP U2DM 1DRC TUBH 4NUB,4500000000,112.5
NQ74 J0UF 4FP2 X0C0 CG1M 19MM 8MHL N2JF 4FK2,242503300000,11501
NQ75 59M6 YX0N 2SCQ MP2H TXXP P0DA YAKL LY8X,50000000000,4500
NQ75 5L9E 4313 5BAJ 1RFV SQ2A 4UKE FD3J BA1B,1000700000,40
NQ75 9FS2 YJSP VG79 VF5L 4XF1 PTS1 PYU9 J8FQ,51966991,0
NQ75 JVL6 0AVK 2KB8 MU29 ESRX EQHR 40MN PGTG,100000100000,7050
NQ75 KD48 YHJ3 R0H3 SN2H KV4B JE3E F6GU AKN1,1098900000,75
NQ75 RLPS H87B 9XPK LVR6 6S37 7PBG 7U7P CV20,100000000000,9000
NQ75 XARS DJJQ A4X6 MA88 VJFV PRNT FE5L 58YR,1580004018,37.5
NQ75 Y6HJ ML9G F3X1 RKH7 TS43 XDMV V8V5 CCV8,147986739650,16269
NQ76 0XEF U8V2 JHX7 7X81 RNH8 EMUV LJLS BJ2B,10000000000,400
NQ76 3UKC ANKT 7CMA EU3P H2J7 X9AB TM0R 60JE,504586596572,20180
NQ76 4HT6 JDJ1 DK02 FSD8 S4MA MN21 HYLA 9NHD,268112570715,24129
NQ76 7RVR R1UQ 56PQ 5C6V UHPN 2ULK 01XN PV4Q,10000000000,800
NQ76 8GEL XMLJ B03A RAP6 ACX5 JNG2 RL2G BR2N,45000000,0
NQ76 B3E7 YGNC 8FJE 8KP4 7SC1 3DJV 3RL5 HSM8,10487519064,832
NQ76 D5EN L38B P020 U6U7 3ASR AXYH DYQV F2J2,11460600000,956
NQ76 F973 FQC7 J3GJ XHY2 LF2S Y8D8 JPBR J7SL,19961849286,1492.5
NQ76 LE3L C8YG 3DX9 D7Q7 VQV5 43YE 40MY 57E7,4064163458,300
NQ76 NVT4 Y5EG 92JM XQNH 3LRX G408 3HLH UE3A,10500000000,630
NQ76 UC0B R0BA YVE8 YRFD YDH0 N95T XHGU 6AAS,115334486354,9224
NQ77 5SVU 383T 0UKP 4N7J QUF7 DTCG 9KYQ 1VT2,138292433599,10548
NQ77 FNP7 40CV MVS8 U4C1 J4KT 2AMH H36J YU1A,1502795666934,60000
NQ77 KDCN A50C 9G7L PYS0 JNDV 77FM 3FJT XR2S,52426786137,4716
NQ77 RUDR 1H0A MFLN S4HG HBQJ GS6S XVTA 2AYV,43861729,0
NQ77 XJUK DJ9B K3MX 4R9B H7S7 T3G7 4AM0 LDDK,49717539542,1628.5
NQ78 4XX8 XQ11 ME8V Y6EG 621N 4BL1 X2M4 QBFX,109579809000,9855
NQ78 72TT S115 R3XA DHV3 MY2V EG7X 4DTP NK0E,1000100258112,139999
NQ78 9RG7 34S4 B1VF H4AS 5TJG R6S1 MQ8U 913S,10000000,0
NQ78 AK0Q N7XS YBXU RYPT KYX1 FH62 A9CS AUJM,500000000,45
NQ78 EFUJ 3KCY QPG5 3K93 RYPP V6KQ 6XNR E0KJ,216117324880,12966
NQ78 JJRN 85TR JJUP 5HD9 MT5L PEHL 4595 Y84E,42041020078,3780
NQ78 JVEX 9ACM 53MV PQK3 E0QG RX74 EAN9 HCLM,999999000000,79992
NQ78 KKXG MTKF 4C2K 4BXV JFVS JUKX 0P1S LVHL,57521682499,5175
NQ78 KYJ5 8NH6 QE9K F057 KPSR 2CH0 DPEN 4FJ0,309839303666,27882
NQ78 PBLF 8772 MT7H 2Y49 0JHT 9UDT S5N0 8MRM,133588883000,12006
NQ79 1YH7 RNH0 J2GV KHQF K41F SQVD 30SP 43QC,3119847866,279
NQ79 28Y2 DCMV H2Y9 QDBE H9QA CD4J U087 AEUF,1000000000000,90000
NQ79 9C0A TL8G X3VY Y3RT T0S1 4JP4 NVFG 7BEC,75427579048,6786
NQ79 F37K 7DFY RHSJ M5QF D8TY X1LK PYL9 ERPQ,7777700000,693
NQ79 H26H KLST AHXB 2P3S B5ES 9PDQ RUBY 309B,254999999999,19117.5
NQ79 JG79 ULDD V45Q A5AK 2NHQ CMAV XNMP 3CNQ,126149300000,7566
NQ79 TSJG RE3M G2T5 HFU7 V7Y1 X2V0 MTQD 53KP,164350000,0
NQ79 U3KP 912N L0FN AHBT Q3MS HBCC T95B 5G0N,4500000000,360
NQ80 0VDG AE5E U36Q 7Q42 PNMC XJEL 70SQ D15V,110910021542,9856
NQ80 215K J1SJ UEXY 3M96 VKGX HFXA KU0T D4MT,10134764886,757.5
NQ80 4QDG CDSK 1PLK 1MCN 920H G2KD 6RS8 E8FY,15045644638,1350
NQ80 656M D0CV R7S3 ULEU NR1H 7D37 X8V1 H0RS,5555500000,495
NQ80 A46U 52G9 3TL7 7UXP 0RYV 7N59 62LL 1C3T,1000028192000,60000
NQ80 ATGY BYA6 A0X5 DN1K DFP3 9XQU RYY2 XTHC,78515099030,5880
NQ80 ENMD XNK8 XFUM TPB6 ER0J 9B7L ND8Y 5TK4,8000000000,1120
NQ80 FUGM BY7S DGCC LBRF 8HX0 T217 N01M SFNS,110206600000,4909
NQ80 HGJ7 64CC 1FGV F51M 2MXM 7QHS P6J9 BLMP,70484377811,4224
NQ80 N398 NPCQ TP02 PKB8 X3B3 DRHF A1UG NAKD,308333224,9
NQ80 N6MJ Y6QG MDH6 41F4 CKCG CBEA N34E UK02,45042043992,2700
NQ80 PACY HF6U 191K 9MEY D9KH KCMM NS36 063S,1787400000,161.5
NQ81 0MYR CG6E GXBB AD3B K7L7 FSTS CLDB TFEX,28000000000,3877.5
NQ81 2434 BT84 89Q1 EDY4 9J2R 7KEH PNEL 8CS1,1324721579399,90000
NQ81 2LXA 5DU5 6AL4 T16Q UVLU M6DG 23CY P15M,15000000000,1350
NQ81 6R75 T2FP CCD3 3V3Y 54MD JB3X KJH2 KPLK,51689626698,4644
NQ81 9NM2 VEPQ CC9Y AJ8Y 55M0 DTH2 D4NJ Q8GJ,10051500000,800
NQ81 L733 QDHE 90JB 06E6 0LJF FKVN GLBU UVVN,100100000,4
NQ81 Q6S4 H4FX XHSK 5U28 XYBY 82F9 SDSG 09Q8,402689802,27
NQ81 QFTC DKNB 7JCS X9K1 YYQH 16L8 MELD G2YN,999999000000,59994
NQ81 TMND H7K6 A06Q 6FCB VQ6A EK78 1FTE TQF2,101093807106,14140
NQ81 UHNG 8Y0J MKKL UN47 5C00 VH1X 20HP VL69,200000000000,28000
NQ82 0PYY 0HK9 AC9E 6LMD 5LQG K23E UF8U MG19,24764264386,1482
NQ82 1C1P 5N2U XV3H 8CPN 2TSG XP9L V7SR G6R0,63400000000,5706
NQ82 5V45 F36L VBMC K7QN LYHJ 5TY6 QGSH CGCD,148443362,0
NQ82 HEPE 3B81 BYAT GY08 TVS2 6D1S PHKN 2VHM,2969557893,261
NQ82 L4DN 16DY EXD8 9JFL TC0J RKY0 UCUB R0MH,23171432682,1848
NQ82 M6N8 329U VEKL 90L9 25CM 8DK0 BF2J 8PF5,205000100000,28150
NQ82 SP52 E87D YTFJ 6DM3 2KTA 7P53 3HT1 123K,49240916719,1476
NQ82 V1H8 0NK8 1725 CMF0 QJPY R4BK F38K 2AG9,3351548900,264
NQ82 YK23 N24F ETTR J950 7BRG F079 UD1C 01MH,1884690596998,80000
NQ83 23MG 2D0Q LBA5 9YTJ 8JSX 15KL 5XKP 7YNU,42920799998,3861
NQ83 2VXJ L8LF ANF7 61CS 5V6M RNAM MJEB 459X,95696078934,7648
NQ83 7JE3 K9X8 U4RM 16D9 933V 97MU JTSE K119,999999000000,79992
NQ83 A8EV 04K7 052S RS0U 7A6Y GGL5 C6ER 7YPP,163627111000,6544
NQ83 H1U2 4BQX TH5D 5U7S 062Q VJN0 XL39 FRM2,59356700000,5337
NQ83 HN4P MR3N USQS BFB1 1LPH AQPM KESN TH6Q,100000000000,9000
NQ83 L2FH CMQ7 5G1T G03X NXH0 529U 435C C0FL,575466320,40
NQ84 02B1 K9KF J4XE Q4ME 9MDC RGNH RV14 31YG,15921936270,1060
NQ84 2Q2H 4AUP EJ77 8M4X CUTG FJX7 0ASK HT8Q,10185991768,757.5
NQ84 4KL7 94RS 99JV HNY8 GULV XTLM T0K9 QK11,59065553223,5310
NQ84 5JPF 5FD5 0FMJ BQLN ELBB H9QY QU5H M8S1,10288410000,765
NQ84 6XAP CFP0 2LQD YBLE 75T6 H7V8 NQV0 E0LT,4033512821,160
NQ84 BPRY VCHV U9LF 2908 JTLM T7EH A86U 0823,10008100000,900
NQ84 CP77 9CYV 7UMN L008 C6UM LLHA B859 F7K9,201111867291,8044
NQ84 CUPV HGRX 6YUP LDS3 MA2S VFYX TUP8 3BFF,169159400000,6764
NQ84 EQML MJ5B 2CT7 08S5 8AK7 KL83 MUQP EMTY,345510142579,48370
NQ84 GC1K 8SLD V8TF L4TB 0MLH CAUC 8YGL CV2G,1970125246,152
NQ84 JUK4 S9Q1 X144 13HD JHCK PTQQ UFGS CQX4,189829500000,15184
NQ84 TRP4 YXKC P9E8 VSR4 DY0S JKLR 9XPJ TA00,328142218,7.5
NQ85 10VV KSXN H57Y VQYH RQ25 6V0G EC3A CFXD,10000000000,1400
NQ85 49F5 8SYA 4DRS M2Q2 ACA5 B9EH FTQF ME6N,30000257066,2700
NQ85 4V2N M0HP 778J URDS 5TX1 YRGU GJLH 7KM1,198766910000,14902.5
NQ85 5BK9 KA4Q K13V HS6R SDYC 43V8 AG3J 5RHM,103361764600,6192
NQ85 9BGJ RDHL 2LL5 M7ED 6N44 GC29 46B9 XF9E,102730586091,9243
NQ85 ACM1 6K7H 2C37 NUQD EQ07 QD7F 4CC5 FBQ5,355434088734,49756
